Symbol,Company Name,Bonus(%),Cash(%),Total(%),Announcement,Book Closure,Fiscal Year
NNIBPO,Nepal Investment Ban...,4,7.00,11.00,"Jan 2, 2023",Not Announced,2078/2079
LGIL,Lumbini General Insu...,6.99,0.37,7.36,"Dec 29, 2022",Not Announced,2078/2079
UULI,Union Life Insurance...,8.97,0.00,8.97,"Dec 28, 2022",Not Announced,2077/2078
KKPCL,Kalika Power Company...,15,0.79,15.79,"Dec 22, 2022","Jan 1, 2023",2078/2079
MMFDB,Mirmire Laghubitta B...,23,0.00,23.00,"Dec 22, 2022","Jan 4, 2023",2078/2079
NNLBBL,Nerude Laghubitta Bi...,22,1.16,23.16,"Dec 22, 2022","Jan 31, 2023",2078/2079
NTC,Nepal Doorsanchar Co...,0,40.00,40.00,"Dec 22, 2022","Jan 2, 2023",2078/2079
BPCL,Butwal Power Company...,5,7.50,12.50,"Dec 23, 2022","Jan 2, 2023",2078/2079
CYCL,CYC Nepal Laghubitta...,30,1.58,31.58,"Dec 23, 2022","Jan 3, 2023",2078/2079
SSDLBSL,Sadhana Laghubitta B...,19,1.00,20.00,"Dec 23, 2022","Jan 4, 2023",2078/2079
RRADHI,Radhi Bidyut Company...,4.75,0.25,5.00,"Dec 21, 2022","Dec 28, 2022",2078/2079
MERO,Mero Microfinance La...,10,10.00,20.00,"Dec 21, 2022","Jan 6, 2023",2078/2079
CBL,Civil Bank Limited,5,0.26,5.26,"Dec 20, 2022",Not Announced,2078/2079
HBL,Himalayan Bank Limit...,8,11.11,19.11,"Dec 20, 2022","Jan 2, 2023",2078/2079
PFL,Pokhara Finance Limi...,4,0.21,4.21,"Dec 20, 2022","Jan 3, 2023",2078/2079
RSDC,RSDC Laghubitta Bitt...,8,3.00,11.00,"Dec 20, 2022","Dec 30, 2022",2078/2079
HATHY,Hathway Investment N...,0,10.00,10.00,"Dec 19, 2022",Not Announced,2078/2079
SSIC,Sagarmatha Insurance...,12.4,0.66,13.06,"Dec 21, 2022",Not Announced,2078/2079
CFCL,Central Finance Limi...,0,5.00,5.00,"Dec 21, 2022","Jan 1, 2023",2078/2079
GMFIL,Guheswori Merchant B...,6.5,0.34,6.84,"Dec 21, 2022","Feb 3, 2023",2078/2079
RADHI,Radhi Bidyut Company...,4.75,0.25,5.00,"Dec 21, 2022","Dec 28, 2022",2078/2079
MERO,Mero Microfinance La...,10,10.00,20.00,"Dec 21, 2022","Jan 6, 2023",2078/2079
CBL,Civil Bank Limited,5,0.26,5.26,"Dec 20, 2022",Not Announced,2078/2079
HBL,Himalayan Bank Limit...,8,11.11,19.11,"Dec 20, 2022","Jan 2, 2023",2078/2079
PFL,Pokhara Finance Limi...,4,0.21,4.21,"Dec 20, 2022","Jan 3, 2023",2078/2079
RSDC,RSDC Laghubitta Bitt...,8,3.00,11.00,"Dec 20, 2022","Dec 30, 2022",2078/2079
MHL,Mandakini Hydropower...,0,5.00,5.00,"Dec 16, 2022","Jan 5, 2023",2078/2079
FOWAD,Forward Microfinance...,25,5.00,30.00,"Dec 19, 2022","Jan 1, 2023",2078/2079
MDB,Miteri Development B...,12.35,0.65,13.00,"Dec 19, 2022","Dec 29, 2022",2078/2079
MLBL,Mahalaxmi Bikas Bank...,4,6.47,10.47,"Dec 18, 2022","Jan 2, 2023",2078/2079
MNBBL,Muktinath Bikas Bank...,13.5,0.71,14.21,"Dec 18, 2022","Jan 4, 2023",2078/2079
LBBL,Lumbini Bikas Bank L...,3,9.00,12.00,"Dec 18, 2022","Dec 28, 2022",2078/2079
SBI,Nepal SBI Bank Limit...,3,7.53,10.53,"Dec 18, 2022","Dec 28, 2022",2078/2079
SBL,Siddhartha Bank Limi...,12.5,0.66,13.16,"Dec 18, 2022","Dec 28, 2022",2078/2079
SHINE,Shine Resunga Develo...,13.3,0.70,14.00,"Dec 17, 2022","Dec 27, 2022",2078/2079
SIFC,Shree Investment Fin...,2.4,5.20,7.60,"Dec 16, 2022","Jan 3, 2023",2078/2079
MHL,Mandakini Hydropower...,0,5.00,5.00,"Dec 16, 2022","Jan 5, 2023",2078/2079
NBL,Nepal Bank Limited,2,10.00,12.00,"Dec 16, 2022","Dec 29, 2022",2078/2079
SICL,Shikhar Insurance Co...,16,0.84,16.84,"Dec 16, 2022","Jan 31, 2023",2078/2079
NHDL,Nepal Hydro Develope...,5,0.03,5.03,"Dec 16, 2022","Dec 26, 2022",2078/2079
BHDC,Bindhyabasini Hydrop...,5,0.03,5.03,"Dec 16, 2022","Dec 28, 2022",2078/2079
NMB,NMB Bank Limited,0,8.25,8.25,"Dec 6, 2022","Dec 26, 2022",2078/2079
SKBBL,Sana Kisan Bikas Lag...,26,1.37,27.37,"Dec 6, 2022","Mar 12, 2023",2078/2079
PRVU,Prabhu  Bank Limited,6.5,1.50,8.00,"Dec 6, 2022","Dec 16, 2022",2078/2079
NIL,Neco Insurance Limit...,15,0.79,15.79,"Dec 5, 2022","Jan 17, 2023",2078/2079
NLG,NLG Insurance Compan...,10,0.53,10.53,"Dec 4, 2022","Mar 27, 2023",2078/2079
NRN,NRN Infrastructure a...,0,5.26,5.26,"Dec 4, 2022","Dec 20, 2022",2078/2079
SHL,Soaltee Hotel Limite...,5,21.32,26.32,"Dec 12, 2022","Dec 22, 2022",2078/2079
PPCL,Panchthar Power Comp...,0,7.00,7.00,"Dec 9, 2022","Dec 22, 2022",2078/2079
CHCL,Chilime Hydro power ...,7.5,7.50,15.00,"Dec 7, 2022","Dec 18, 2022",2078/2079
RMDC,RMDC Laghubitta Bitt...,26,1.37,27.37,"Dec 6, 2022",Not Announced,2078/2079
NMB,NMB Bank Limited,0,8.25,8.25,"Dec 6, 2022","Dec 26, 2022",2078/2079
SKBBL,Sana Kisan Bikas Lag...,26,1.37,27.37,"Dec 6, 2022","Mar 12, 2023",2078/2079
PRVU,Prabhu  Bank Limited,6.5,1.50,8.00,"Dec 6, 2022","Dec 16, 2022",2078/2079
EEBL,Everest Bank Limited,13,7.68,20.68,"Nov 19, 2022","Nov 29, 2022",2078/2079
NLICL,National Life Insura...,15,0.79,15.79,"Nov 14, 2022","Nov 24, 2022",2077/2078
GBIME,Global IME Bank Limi...,3,10.60,13.60,"Nov 13, 2022","Nov 23, 2022",2078/2079
MEN,Mountain Energy Nepa...,0,10.53,10.53,"Dec 3, 2022","Dec 13, 2022",2078/2079
AHPC,Arun Valley Hydropow...,8,0.42,8.42,"Dec 2, 2022","Feb 1, 2023",2078/2079
FMDBL,First Microfinance L...,19,1.00,20.00,"Dec 2, 2022","Jan 1, 2023",2078/2079
CCBL,Century Commercial B...,4.75,0.25,5.00,"Dec 1, 2022",Not Announced,2078/2079
ICFC,ICFC Finance Limited,5,5.00,10.00,"Dec 1, 2022","Jan 3, 2023",2078/2079
SANIMA,Sanima Bank Limited,10,0.98,10.98,"Nov 25, 2022","Dec 5, 2022",2078/2079
UMRH,United IDI Mardi RB ...,0,10.53,10.53,"Nov 22, 2022","Dec 2, 2022",2078/2079
EBL,Everest Bank Limited,13,7.68,20.68,"Nov 19, 2022","Nov 29, 2022",2078/2079
NLICL,National Life Insura...,15,0.79,15.79,"Nov 14, 2022","Nov 24, 2022",2077/2078
GBIME,Global IME Bank Limi...,3,10.60,13.60,"Nov 13, 2022","Nov 23, 2022",2078/2079
SCB,Standard Chartered B...,0,16.51,16.51,"Nov 13, 2022","Nov 23, 2022",2078/2079
UNL,Unilever Nepal Limit...,0,1215.00,1215.00,"Nov 10, 2022","Nov 20, 2022",2078/2079
NIFRA,Nepal Infrastructure...,0,4.21,4.21,"Nov 7, 2022","Nov 17, 2022",2078/2079
AKPL,Arun Kabeli Power Lt...,10,0.53,10.53,"Oct 25, 2022","Nov 4, 2022",2078/2079
NEF,Nabil Equity Fund,0,5.00,5.00,"Oct 25, 2022","Nov 4, 2022",2078/2079
NLIC,Nepal Life Insurance...,0,15.79,15.79,"Oct 25, 2022","Nov 4, 2022",2077/2078
NICGF,NIC Asia Growth Fund,0,13.00,13.00,"Oct 22, 2022","Nov 1, 2022",2078/2079
KBL,Kumari Bank Limited,0,12.50,12.50,"Oct 21, 2022","Oct 31, 2022",2078/2079
CZBIL,Citizens Bank Intern...,0,9.00,9.00,"Oct 4, 2022","Oct 14, 2022",2078/2079
CCIT,Citizen Investment T...,30,1.58,31.58,"Jul 31, 2022","Aug 10, 2022",2077/2078
NLO,Nepal Lube Oil Limit...,25,5.00,30.00,"Sep 20, 2022","Sep 30, 2022",2078/2079
SHPC,Sanima Mai Hydropowe...,0,5.26,5.26,"Sep 18, 2022","Sep 28, 2022",2078/2079
SAEF,Sanima Equity Fund,0,22.00,22.00,"Sep 15, 2022","Sep 25, 2022",2078/2079
ALICL,Asian Life Insurance...,14.5,0.76,15.26,"Sep 10, 2022","Sep 20, 2022",2077/2078
NIBLPF,NIBL Pragati Fund,0,4.20,4.20,"Sep 4, 2022","Sep 14, 2022",2078/2079
NRIC,Nepal Reinsurance Co...,5,0.26,5.26,"Aug 25, 2022","Sep 4, 2022",2077/2078
SEF,Siddhartha Equity Fu...,0,9.00,9.00,"Aug 13, 2022","Aug 23, 2022",2078/2079
JJBLB,Jeevan Bikas Laghubi...,70,3.68,73.68,"Mar 16, 2022","Mar 26, 2022",2077/2078
NTC,Nepal Doorsanchar Co...,20,20.00,40.00,"Mar 15, 2022","Mar 25, 2022",2077/2078
NLIC,Nepal Life Insurance...,14,0.74,14.74,"Mar 11, 2022","Mar 21, 2022",2076/2077
EDBL,Excel Development Ba...,8.5,0.45,8.95,"Jul 2, 2022","Jul 12, 2022",2077/2078
KKLBSL,Kisan Lagubitta Bitt...,20,0.00,20.00,"May 24, 2022","Jun 3, 2022",2077/2078
WNLB,Wean Nepal Laghubitt...,9.33,0.50,9.83,"May 22, 2022","Jun 1, 2022",2077/2078
NICL,Nepal Insurance Co. ...,11,0.58,11.58,"May 21, 2022","May 31, 2022",2077/2078
PRIN,Prabhu Insurance Ltd...,11,0.58,11.58,"Mar 21, 2022","Mar 31, 2022",2077/2078
ACLBSL,Aarambha Chautari La...,21,0.00,21.00,"Mar 21, 2022","Mar 31, 2022",2077/2078
STC,Salt Trading Corpora...,10,0.50,10.50,"Mar 19, 2022","Mar 29, 2022",2077/2078
ALICL,Asian Life Insurance...,25,2.00,27.00,"Jan 16, 2022","Jan 26, 2022",2076/2077
NADEP,Nadep Laghubittiya b...,20,1.05,21.05,"Jan 7, 2022","Jan 17, 2022",2077/2078
NMFBS,National Laghubitta ...,40,5.00,45.00,"Jan 1, 2022","Jan 11, 2022",2077/2078
NLG,NLG Insurance Compan...,10,0.53,10.53,"Mar 10, 2022","Mar 20, 2022",2077/2078
GBBL,Garima Bikas Bank Li...,16,0.00,16.00,"Mar 8, 2022","Mar 18, 2022",2077/2078
NIL,Neco Insurance Limit...,15,0.79,15.79,"Mar 5, 2022","Mar 15, 2022",2077/2078
NLICL,National Life Insura...,19,1.00,20.00,"Feb 24, 2022","Mar 6, 2022",2076/2077
NHPC,National Hydro Power...,18.525,0.97,19.50,"Feb 15, 2022","Feb 25, 2022",2077/2078
JFL,Janaki Finance Compa...,15,0.79,15.79,"Jan 28, 2022","Feb 7, 2022",2077/2078
LICN,Life Insurance Corpo...,20,1.05,21.05,"Jan 28, 2022","Feb 7, 2022",2076/2077
KKPCL,Kalika power Company...,15,0.79,15.79,"Dec 24, 2021","Jan 3, 2022",2077/2078
MLBBL,Mithila LaghuBitta B...,25,1.32,26.32,"Dec 24, 2021","Jan 3, 2022",2077/2078
MMFDB,Mirmire Laghubitta B...,20,0.00,20.00,"Dec 24, 2021","Jan 3, 2022",2077/2078
GMFIL,Guheshowori Merchant...,10,0.53,10.53,"Dec 27, 2021","Jan 6, 2022",2077/2078
SIFC,Shree Investment Fin...,7.7,3.30,11.00,"Dec 27, 2021","Jan 6, 2022",2077/2078
JSLBB,Janautthan Samudayic...,25,1.32,26.32,"Dec 26, 2021","Jan 5, 2022",2077/2078
KMCDB,Kalika Laghubitta Bi...,13,0.00,13.00,"Dec 26, 2021","Jan 5, 2022",2077/2078
MPFL,Multipurpose Finance...,13,0.68,13.68,"Dec 26, 2021","Jan 5, 2022",2077/2078
PFL,Pokhara Finance Ltd.,8.075,0.42,8.50,"Dec 26, 2021","Jan 5, 2022",2077/2078
RLFL,Reliance Finance Ltd...,15,0.79,15.79,"Dec 25, 2021","Jan 4, 2022",2077/2078
KPCL,Kalika power Company...,15,0.79,15.79,"Dec 24, 2021","Jan 3, 2022",2077/2078
MLBBL,Mithila LaghuBitta B...,25,1.32,26.32,"Dec 24, 2021","Jan 3, 2022",2077/2078
IILBS,Infinity Laghubitta ...,27.7,1.46,29.16,"Dec 20, 2021","Dec 30, 2021",2077/2078
PROFL,Progressive Finance ...,6,0.32,6.32,"Dec 24, 2021","Jan 3, 2022",2077/2078
CFCL,Central Finance Co. ...,7.7,3.30,11.00,"Dec 23, 2021","Jan 2, 2022",2077/2078
SBL,Siddhartha Bank Limi...,14.25,0.75,15.00,"Dec 23, 2021","Jan 2, 2022",2077/2078
ADBL,Agricultural Develop...,20,1.05,21.05,"Dec 21, 2021","Dec 31, 2021",2077/2078
FOWAD,Forward Microfinance...,35,7.00,42.00,"Dec 21, 2021","Dec 31, 2021",2077/2078
GFCL,Goodwill Finance Lim...,9.1,3.90,13.00,"Dec 21, 2021","Dec 31, 2021",2077/2078
HDL,Himalayan Distillery...,75,25.00,100.00,"Dec 21, 2021","Dec 31, 2021",2077/2078
NABIL,Nabil Bank Limited,33.6,4.40,38.00,"Dec 21, 2021","Dec 31, 2021",2077/2078
CHCL,Chilime Hydropower C...,7.5,7.50,15.00,"Dec 20, 2021","Dec 30, 2021",2077/2078
ILBS,Infinity Laghubitta ...,27.7,1.46,29.16,"Dec 20, 2021","Dec 30, 2021",2077/2078
MFIL,Manjushree Finance L...,40,6.00,46.00,"Dec 20, 2021","Dec 30, 2021",2077/2078
NRN,NRN Infrastructure a...,5,0.26,5.26,"Dec 20, 2021","Dec 30, 2021",2077/2078
HATHY,Hathway Investment N...,25,30.00,55.00,"Dec 19, 2021",Not Announced,2077/2078
MDB,Miteri Development B...,13.3,0.70,14.00,"Dec 19, 2021","Dec 29, 2021",2077/2078
NRIC,Nepal Reinsurance Co...,16.5,2.50,19.00,"Dec 19, 2021","Dec 29, 2021",2076/2077
USLB,Unnati Sahakarya Lag...,30,0.00,30.00,"Dec 19, 2021","Dec 29, 2021",2077/2078
MLBL,Mahalaxmi Bikas Bank...,20,1.05,21.05,"Dec 18, 2021","Dec 28, 2021",2077/2078
NHDL,Nepal Hydro Develope...,7,0.37,7.37,"Dec 18, 2021","Dec 28, 2021",2077/2078
SSBI,Nepal SBI Bank Limit...,3.5,1.81,5.31,"Dec 12, 2021","Dec 22, 2021",2077/2078
SWBBL,Swabalamban Laghubit...,19,6.00,25.00,"Dec 11, 2021","Dec 21, 2021",2077/2078
VLBS,Vijaya laghubitta Bi...,20.031,1.05,21.08,"Dec 17, 2021","Dec 27, 2021",2077/2078
BPCL,Butwal Power Company...,10,10.00,20.00,"Dec 16, 2021","Dec 26, 2021",2077/2078
HBL,Himalayan Bank Limit...,21.38,4.62,26.00,"Dec 16, 2021","Dec 26, 2021",2077/2078
JBBL,Jyoti Bikas Bank Lim...,11,4.50,15.50,"Dec 14, 2021","Dec 24, 2021",2077/2078
NMBMF,NMB  Microfinance Bi...,21.5,1.13,22.63,"Dec 14, 2021","Dec 24, 2021",2077/2078
CBBL,Chhimek Laghubitta B...,27,3.00,30.00,"Dec 12, 2021","Dec 22, 2021",2077/2078
GMFBS,Ganapati Laghubitta ...,19,1.00,20.00,"Dec 12, 2021","Dec 22, 2021",2077/2078
NMB,NMB Bank Limited,12.5,3.30,15.80,"Dec 12, 2021","Dec 22, 2021",2077/2078
ICFC,ICFC Finance Limited,10,4.00,14.00,"Nov 29, 2021","Dec 9, 2021",2077/2078
SMFBS,Swabhimaan Laghubitt...,32.3,1.70,34.00,"Nov 29, 2021","Dec 9, 2021",2077/2078
SKBBL,Sana Kisan Bikas Lag...,25,1.32,26.32,"Dec 10, 2021","Dec 20, 2021",2077/2078
HIDCL,Hydorelectricity Inv...,8,0.42,8.42,"Dec 10, 2021","Dec 20, 2021",2077/2078
MKLB,Manakamana Smart Lag...,17,0.00,17.00,"Dec 9, 2021","Dec 19, 2021",2077/2078
PRVU,Prabhu  Bank Limited,12,0.63,12.63,"Dec 9, 2021","Dec 19, 2021",2077/2078
SMB,Support Microfinance...,30,1.58,31.58,"Dec 6, 2021","Dec 16, 2021",2077/2078
LBBL,Lumbini Bikas Bank L...,13,0.68,13.68,"Dec 3, 2021","Dec 13, 2021",2077/2078
NNLBBL,Nerude Laghubitta Bi...,21.4876,1.13,22.62,"Dec 2, 2021","Dec 12, 2021",2077/2078
GGILB,Global IME Laghubitt...,28,0.00,28.00,"Nov 20, 2021","Nov 30, 2021",2077/2078
GBIME,Global IME Bank Limi...,10,3.50,13.50,"Nov 19, 2021","Nov 29, 2021",2077/2078
SCB,Standard Chartered B...,10,3.06,13.06,"Nov 16, 2021","Nov 26, 2021",2077/2078
PCBL,Prime Commercial Ban...,16,0.63,16.63,"Nov 28, 2021","Dec 8, 2021",2077/2078
NBL,Nepal Bank Limited,14,3.00,17.00,"Nov 27, 2021","Dec 7, 2021",2077/2078
EBL,Everest Bank Limited,6,4.32,10.32,"Nov 23, 2021","Dec 3, 2021",2077/2078
SABSL,Sabaiko Laghubitta B...,31.05,1.63,32.68,"Nov 23, 2021","Dec 3, 2021",2077/2078
SHINE,Shine Resunga Develo...,10.93,0.57,11.50,"Nov 23, 2021","Dec 3, 2021",2077/2078
MLBSL,Mahila Lagubitta Bit...,47.5,2.50,50.00,"Nov 22, 2021","Dec 2, 2021",2077/2078
MNBBL,Muktinath Bikas Bank...,17.575,0.93,18.50,"Nov 21, 2021","Dec 1, 2021",2077/2078
AALBSL,Asha Laghubitta Bitt...,25,1.32,26.32,"Oct 19, 2021","Oct 29, 2021",2077/2078
SLBBL,Swarojgar Laghu Bitt...,25,0.00,25.00,"Oct 19, 2021","Oct 29, 2021",2077/2078
KSBBL,Kamana Sewa Bikas Ba...,18.5,0.97,19.47,"Oct 17, 2021","Oct 27, 2021",2077/2078
MERO,Mero Microfinance Bi...,20,1.05,21.05,"Nov 15, 2021","Nov 25, 2021",2077/2078
NIFRA,Nepal Infrastructure...,8,0.42,8.42,"Nov 15, 2021","Nov 25, 2021",2077/2078
FMDBL,First Micro Finance ...,10,0.53,10.53,"Nov 11, 2021","Nov 21, 2021",2077/2078
LLBS,Laxmi Laghubitta Bit...,20,7.37,27.37,"Nov 6, 2021","Nov 16, 2021",2077/2078
RSDC,RSDC Laghubitta Bitt...,10,0.53,10.53,"Nov 6, 2021","Nov 16, 2021",2077/2078
NICLBSL,NIC ASIA Laghubitta ...,0,5.41,5.41,"Oct 30, 2021","Nov 9, 2021",2077/2078
HLBSL,Himalayan Laghubitta...,19,1.00,20.00,"Oct 21, 2021","Oct 31, 2021",2077/2078
SSTC,Salt Trading Corpora...,20,5.00,25.00,"Oct 9, 2021","Oct 19, 2021",2076/2077
UNL,Unilever Nepal Limit...,0,650.00,650.00,"Oct 1, 2021","Oct 11, 2021",2077/2078
CZBIL,Citizens Bank Intern...,12.913,3.09,16.00,"Sep 28, 2021","Oct 8, 2021",2077/2078
GLBSL,Gurans Laghubitta Bi...,16.9064,0.89,17.80,"Oct 15, 2021","Oct 25, 2021",2077/2078
KBL,Kumari Bank Limited,6,2.67,8.67,"Oct 15, 2021","Oct 25, 2021",2077/2078
SHIVM,SHIVAM CEMENTS LTD,0,29.00,29.00,"Oct 15, 2021","Oct 25, 2021",2077/2078
MBL,Machhapuchhre Bank L...,13.3,0.70,14.00,"Oct 14, 2021","Oct 24, 2021",2077/2078
SANIMA,Sanima Bank Limited,17,0.89,17.89,"Oct 14, 2021","Oct 24, 2021",2077/2078
SADBL,Shangrila Developmen...,10,0.53,10.53,"Oct 12, 2021","Oct 22, 2021",2077/2078
SSDLBSL,Sadhana Laghubitta B...,25,1.32,26.32,"Oct 10, 2021","Oct 20, 2021",2077/2078
EDBL,Excel Development Ba...,12,0.63,12.63,"Sep 7, 2021","Sep 17, 2021",2076/2077
SAEF,Sanima Equity Fund,0,33.00,33.00,"Sep 7, 2021","Sep 17, 2021",2077/2078
NICGF,NIC Asia Growth Fund,0,30.00,30.00,"Sep 2, 2021","Sep 12, 2021",2077/2078
SHPC,Sanima Mai Hydropowe...,10,0.53,10.53,"Sep 24, 2021","Oct 4, 2021",2077/2078
DDBL,Deprosc Laghubitta B...,20,1.05,21.05,"Sep 18, 2021","Sep 28, 2021",2077/2078
AHPC,Arun Valley Hydropow...,10,0.53,10.53,"Sep 17, 2021","Sep 27, 2021",2077/2078
NEF,Nabil Equity Fund,0,40.00,40.00,"Sep 17, 2021","Sep 27, 2021",2077/2078
RURU,Ru Ru Jalbidhyut Par...,10,0.53,10.53,"Sep 13, 2021","Sep 23, 2021",2077/2078
RURU,Ru Ru Jalbidhyut Par...,0,10.53,10.53,"Sep 13, 2021","Sep 23, 2021",2076/2077
SSEF,Siddhartha Equity Fu...,0,30.00,30.00,"Aug 6, 2021","Aug 16, 2021",2077/2078
NIBLPF,NIBL Pragati Fund,0,50.00,50.00,"Aug 3, 2021","Aug 13, 2021",2077/2078
ALICL,Asian Life Insurance...,0,0.00,0.00,"Jul 22, 2021","Aug 1, 2021",2075/2076
LEMF,Laxmi Equity Fund,0,35.00,35.00,"Jul 20, 2021","Jul 30, 2021",2077/2078
CMF1,Citizens Mutual Fund...,0,40.00,40.00,"Aug 30, 2021","Sep 9, 2021",2077/2078
API,Api Power Company Lt...,10.5,0.55,11.05,"Aug 24, 2021","Sep 3, 2021",2077/2078
NGPL,Ngadi Group Power Lt...,20,1.05,21.05,"Aug 24, 2021","Sep 3, 2021",2077/2078
NMBHF1,NMB Hybrid Fund L-1,0,20.00,20.00,"Aug 24, 2021","Sep 3, 2021",2077/2078
AKPL,Arun Kabeli Power Lt...,17,0.89,17.89,"Aug 21, 2021","Aug 31, 2021",2077/2078
JSLBB,Janautthan Samudayic...,49.4,2.60,52.00,"Apr 26, 2021","May 6, 2021",2076/2077
RLFL,Reliance Finance Ltd...,10,0.53,10.53,"Apr 13, 2021","Apr 23, 2021",2076/2077
KMCDB,Kalika Laghubitta Bi...,10,0.00,10.00,"Mar 25, 2021","Apr 4, 2021",2076/2077
ACLBSL,Aarambha Chautari La...,8.85,0.00,8.85,"Mar 21, 2021","Mar 31, 2021",2076/2077
USLB,Unnati Sahakarya Lag...,17.8103,0.00,17.81,"Mar 21, 2021","Mar 31, 2021",2076/2077
NLG,NLG Insurance Compan...,10,0.53,10.53,"Jul 19, 2021","Jul 29, 2021",2076/2077
NIL,Neco Insurance Limit...,15.5,0.82,16.32,"Jun 22, 2021","Jul 2, 2021",2076/2077
RADHI,Radhi Bidyut Company...,36.5,0.00,36.50,"Jun 19, 2021","Jun 29, 2021",2076/2077
DDDBL,Deprosc Laghubitta B...,15,5.00,20.00,"Mar 13, 2021","Mar 23, 2021",2076/2077
MSLB,Mahuli Laghubitta Bi...,20,1.05,21.05,"Mar 13, 2021","Mar 23, 2021",2076/2077
SADBL,Shangrila Developmen...,5,0.26,5.26,"Mar 13, 2021","Mar 23, 2021",2076/2077
MMFDB,Mirmire Laghubitta B...,9.2,0.48,9.68,"Mar 11, 2021","Mar 21, 2021",2076/2077
MLBL,Mahalaxmi Bikas Bank...,8.8,0.46,9.26,"Mar 6, 2021","Mar 16, 2021",2076/2077
NHDL,Nepal Hydro Develope...,15,0.79,15.79,"Mar 6, 2021","Mar 16, 2021",2076/2077
SABSL,Sabaiko Laghubitta B...,10.5,0.55,11.05,"Mar 2, 2021","Mar 12, 2021",2076/2077
GRDBL,Green Development Ba...,3.8,0.20,4.00,"Mar 20, 2021","Mar 30, 2021",2076/2077
MLBBL,Mithila LaghuBitta B...,12,0.63,12.63,"Mar 20, 2021","Mar 30, 2021",2076/2077
NICL,Nepal Insurance Co. ...,8,2.00,10.00,"Mar 20, 2021","Mar 30, 2021",2076/2077
DDBL,Deprosc Laghubitta B...,15,5.00,20.00,"Mar 13, 2021","Mar 23, 2021",2076/2077
MSLB,Mahuli Laghubitta Bi...,20,1.05,21.05,"Mar 13, 2021","Mar 23, 2021",2076/2077
SADBL,Shangrila Developmen...,5,0.26,5.26,"Mar 13, 2021","Mar 23, 2021",2076/2077
MMFDB,Mirmire Laghubitta B...,9.2,0.48,9.68,"Mar 11, 2021","Mar 21, 2021",2076/2077
MLBL,Mahalaxmi Bikas Bank...,8.8,0.46,9.26,"Mar 6, 2021","Mar 16, 2021",2076/2077
NHDL,Nepal Hydro Develope...,15,0.79,15.79,"Mar 6, 2021","Mar 16, 2021",2076/2077
NNLBBL,Nerude Laghubitta Bi...,8,0.42,8.42,"Feb 9, 2021","Feb 19, 2021",2076/2077
NTC,Nepal Doorsanchar Co...,0,40.00,40.00,"Mar 2, 2021","Mar 12, 2021",2076/2077
SWBBL,Swabalamban Laghubit...,19.0057,1.00,20.01,"Mar 2, 2021","Mar 12, 2021",2076/2077
SICL,Shikhar Insurance Co...,27.769,1.46,29.23,"Feb 28, 2021","Mar 10, 2021",2076/2077
HLBSL,Himalayan Laghubitta...,3.5,0.18,3.68,"Feb 22, 2021","Mar 4, 2021",2076/2077
SLBBL,Swarojgar Laghu Bitt...,12.3907,0.65,13.04,"Feb 17, 2021","Feb 27, 2021",2076/2077
GMFBS,Ganapati Laghubitta ...,15,0.79,15.79,"Feb 16, 2021","Feb 26, 2021",2076/2077
NMFBS,National Laghubitta ...,21,6.00,27.00,"Feb 16, 2021","Feb 26, 2021",2076/2077
NUBL,Nirdhan Utthan Laghu...,13,0.68,13.68,"Feb 13, 2021","Feb 23, 2021",2076/2077
LICN,Life Insurance Corpo...,10,0.53,10.53,"Feb 9, 2021","Feb 19, 2021",2075/2076
JJBBL,Jyoti Bikas Bank Lim...,10,0.00,10.00,"Jan 3, 2021","Jan 13, 2021",2076/2077
FOWAD,Forward Microfinance...,25,6.58,31.58,"Feb 7, 2021","Feb 17, 2021",2076/2077
SMFBS,Swabhimaan Laghubitt...,20,1.05,21.05,"Feb 2, 2021","Feb 12, 2021",2076/2077
TRH,Taragaon Regency Hot...,0,10.00,10.00,"Feb 2, 2021","Feb 12, 2021",2076/2077
NLIC,Nepal Life Insurance...,31,20.00,51.00,"Jan 17, 2021","Jan 27, 2021",2075/2076
CFCL,Central Finance Co. ...,7,3.00,10.00,"Jan 15, 2021","Jan 25, 2021",2076/2077
GBBL,Garima Bikas Bank Li...,13.5,0.71,14.21,"Jan 15, 2021","Jan 25, 2021",2076/2077
GGFCL,Goodwill Finance Lim...,8.4,3.60,12.00,"Dec 22, 2020","Jan 1, 2021",2076/2077
LLBS,Laxmi Laghubitta Bit...,15,8.16,23.16,"Dec 22, 2020","Jan 1, 2021",2076/2077
MERO,Mero Microfinance Bi...,16.9399,0.89,17.83,"Dec 22, 2020","Jan 1, 2021",2076/2077
PFL,Pokhara Finance Ltd.,5,0.26,5.26,"Dec 22, 2020","Jan 1, 2021",2076/2077
SBL,Siddhartha Bank Limi...,12,3.00,15.00,"Jan 2, 2021","Jan 12, 2021",2076/2077
GMFIL,Guheshowori Merchant...,8,3.40,11.40,"Dec 26, 2020","Jan 5, 2021",2076/2077
PCBL,Prime Commercial Ban...,15,0.00,15.00,"Dec 25, 2020","Jan 4, 2021",2076/2077
ICFC,ICFC Finance Limited,10.5,4.50,15.00,"Dec 24, 2020","Jan 3, 2021",2076/2077
BPCL,Butwal Power Company...,10,15.00,25.00,"Dec 22, 2020","Jan 1, 2021",2076/2077
